loan_id,customer_id,product_code,sanction_amount,interest_rate,tenure_months,sourcing_channel,target_default,max_dpd_ever,max_overdue_amount,total_overdue_amount,total_bounces,total_mob,max_mob,bounce_rate,max_dpd_12m_mob,max_dpd_6m_mob,last_delinq_mob,ever_npa_flag,months_since_last_delinquency,chronic_delinquent,recent_stress_flag,bureau_agency,bureau_score,score_version,total_tradelines,secured_tradelines,unsecured_tradelines,credit_card_tradelines,total_outstanding,total_sanctioned_limit,credit_utilisation_pct,recent_enquiries_3m,recent_enquiries_6m,max_dpd_12m,max_dpd_24m,number_of_defaults,oldest_account_vintage_months,written_off_accounts,suit_filed_flag,wilful_default_flag,bureau_pull_date,load_date_x,ever_dpd90_12m,ever_dpd90_24m,has_writeoff,high_enquiry_flag,long_vintage_flag,unsecured_mix_ratio,enquiry_per_tradeline,bureau_score_band_num,avg_monthly_credit,avg_monthly_debit,avg_eod_balance,min_balance,max_balance,emi_bounce_count,salary_credit_count,salary_flag,inward_cheque_bounce_count,outward_cheque_bounce_count,avg_monthly_emi_outflow,cash_withdrawal_pct,upi_txn_count_monthly,international_txn_flag,gaming_txn_flag,casino_txn_flag,credit_card_payment_flag,statement_start_date,statement_end_date,bank_name,account_type,load_date_y,net_cashflow_ratio,emi_to_income_ratio,balance_to_income_ratio,high_stress_flag,high_cash_flag,application_id,declared_income,employment_type,company_name,company_category,work_experience_years,years_at_current_employer,loan_purpose,requested_amount,requested_tenure,foir,existing_monthly_obligations,co_applicant_flag,co_applicant_income,ltv_ratio,property_value,application_date,application_status,credit_decisioning_model,load_date,income_deviation_pct,mismatch_flag,verified_income,itr_assessed_income,verification_status,employment_risk_rank,high_foir_flag,high_ltv_flag,low_experience,declared_to_verified_ratio,itr_to_declared_ratio,effective_income,loan_to_income_ratio
1000047,2000047,PL,35350315.17,8.56,120,DSA,0,60,1318285.53,9227998.71,6,36,36,0.16666666666666666,0,0,36,0.0,0,0,0,CRIF Highmark,890.0,CIBIL V3.0,5,8,4,1,11442931.95,21718388.87,70.05,0,9,30,0,0,123,0,0,0,2024-06-28,2024-12-31,0,0,0,0,1,0.8,1.8,5.0,285183.67,155231.59,562335.87,35113.41,2143356.22,1,2,1,0,1,105037.88,19.9,74,0,0,0,False,2024-01-01,2024-12-31,Axis Bank,Savings,2024-12-31,0.45567854568952,0.36831660101716207,1.9718375529706873,0,0,3000047,3034751.09,Business - Proprietorship,Patil-Deshpande,CAT-C SME,34,13,Medical Emergency,1285574.87,60,0.5997,151661.69,1,0.0,0.6315,1482017.19,2024-06-01,Disbursed,ML Scorecard v2,2024-12-31,-3.45,0,2930093.52,3125507.94,Verified with Discrepancy,3.0,0,0,0,1.035718167111608,1.0299058628890714,3034751.09,0.423617895463051
1000048,2000048,CL,47308495.48,7.82,120,Telesales,0,91,2277971.52,31891601.28,13,36,36,0.3611111111111111,0,0,36,0.0,0,1,0,CIBIL TransUnion,872.0,Equifax v5,2,0,1,3,15149544.9,24722989.86,20.01,5,9,2,2,1,22,0,0,0,2024-03-20,2024-12-31,0,0,0,1,0,0.5,4.5,5.0,74839.95,75919.91,163389.99,21859.3,555467.79,4,1,1,0,3,26031.95,14.66,199,0,0,0,True,2024-01-01,2024-12-31,Federal Bank,Salary,2024-12-31,-0.014430260843306368,0.3478349464423747,2.1831921320097085,1,0,3000048,915651.7,Self Employed Professional,Patel-Ramesh,CAT-C SME,26,5,Balance Transfer,12724828.43,180,0.5604,42760.93,0,0.0,0.5328,17965837.8,2022-09-12,Disbursed,ML Scorecard v2,2024-12-31,-14.16,0,786003.72,704572.37,Verified - Positive,4.0,0,0,0,1.1649457587808871,0.769476395882845,915651.7,13.897018298551732
1000049,2000049,ML,37401031.88,16.51,48,Aggregator,0,31,2139500.44,28883255.939999998,9,36,36,0.25,31,0,36,0.0,0,1,0,Experian,439.0,CIBIL V3.0,11,5,3,2,3016345.0,8289728.03,60.36,0,11,0,180,0,192,0,0,0,2024-08-01,2024-12-31,0,1,0,0,1,0.2727272727272727,1.0,1.0,189318.57,237202.72,51364.33,28425.56,1187014.35,0,2,1,5,2,88729.02,26.82,132,0,0,0,False,2024-01-01,2024-12-31,Yes Bank,Savings,2024-12-31,-0.25292896518286606,0.4686757352963315,0.27131163097207,1,0,3000049,2721447.0,Business - Partnership,Chaudry-Bala,CAT-A Listed,20,6,Travel,2489370.24,60,0.4599,104299.46,1,0.0,0.6238,4629886.1,2020-08-27,Disbursed,ML Scorecard v2,2024-12-31,20.32,1,3274327.79,2356870.68,Verified with Discrepancy,3.0,0,0,0,0.831146780206755,0.866035855190272,2721447.0,0.9147230278598114
1000050,2000050,PL,42041232.59,22.67,240,DSA,0,96,3212905.28,60241974.0,19,36,36,0.5277777777777778,60,30,36,0.0,0,1,1,CRIF Highmark,583.0,CIBIL V2.0,11,5,7,5,9133481.95,17693532.73,21.17,2,4,0,3,0,74,0,0,0,2024-10-28,2024-12-31,0,0,0,0,1,0.6363636363636364,0.36363636363636365,1.0,490890.96,391555.43,61948.92,71169.42,3115703.9,1,1,1,4,1,51059.81,38.06,130,0,0,0,True,2024-01-01,2024-12-31,IDFC First,Current,2024-12-31,0.20235762744541075,0.1040145656786998,0.12619690531681413,1,0,3000050,5157463.35,Business - Pvt Ltd,Deol-Ravi,CAT-D Unrated,17,4,Home Purchase,3128005.88,12,0.2949,126744.66,1,0.0,0.8883,4371418.71,2023-10-08,Rejected,ML Scorecard v2,2024-12-31,7.34,0,5536250.34,4123067.82,Verified - Positive,4.0,0,1,0,0.9315805885324181,0.7994371535378919,5157463.35,0.6065008450326652
1000051,2000051,EL,9168278.42,11.79,84,Co-lending Partner,0,92,643269.36,4663702.859999999,3,36,36,0.08333333333333333,30,1,36,0.0,0,0,0,CRIF Highmark,699.0,CIBIL V2.0,2,2,6,3,11402844.89,18407877.23,83.17,0,5,0,0,3,208,0,0,0,2024-03-13,2024-12-31,0,0,0,0,1,3.0,2.5,3.0,387708.81,245206.25,305175.81,68513.13,669018.48,1,1,1,4,2,113386.64,31.15,144,0,0,0,False,2024-01-01,2024-12-31,HDFC Bank,Savings,2024-12-31,0.36755048202283563,0.29245309127744606,0.7871263229741929,1,0,3000051,3734295.52,Contract,Kakar-Pandit,CAT-A Listed,24,14,Medical Emergency,3250126.29,24,0.4898,152421.5,0,0.0,0.5085,3825582.14,2021-05-01,Sanctioned - Not Disbursed,Rule Engine v3,2024-12-31,-18.5,1,3043538.62,3794472.49,Verified with Discrepancy,4.0,0,0,0,1.2269584803231444,1.0161146780370505,3734295.52,0.870345229131732
1000052,2000052,TL,41762054.65,15.26,240,Branch Walk-in,0,60,1673873.97,20644445.63,9,36,36,0.25,30,1,36,0.0,0,1,0,CIBIL TransUnion,761.0,CIBIL V3.0,3,5,5,0,16443804.68,11295530.47,79.1,1,7,1,0,0,161,0,0,0,2024-11-11,2024-12-31,0,0,0,0,1,1.6666666666666667,2.3333333333333335,5.0,1185515.9,611440.08,2771807.75,227904.34,4626655.19,0,1,0,4,3,152930.24,6.19,54,0,0,0,True,2024-01-01,2024-12-31,SBI,Salary,2024-12-31,0.48424135011601277,0.12899889406797496,2.338060375234107,1,0,3000052,12041798.26,Business - Proprietorship,Kuruvilla LLC,CAT-C SME,32,6,Education,10576995.42,180,0.2749,275857.53,1,0.0,0.6167,14137345.62,2024-01-18,Rejected,ML Scorecard v2,2024-12-31,12.54,0,13551882.04,12497117.06,Verified - Positive,3.0,0,0,0,0.8885701797327629,1.0378115286578469,12041798.26,0.8783568028318721
1000053,2000053,HL,47485625.46,10.79,12,Digital - Mobile App,0,60,12576624.96,83844166.4,7,36,36,0.19444444444444445,1,1,23,0.0,13,0,0,CRIF Highmark,785.0,Equifax v5,1,2,2,4,8046277.8,2269414.55,35.56,0,1,2,0,0,176,0,0,0,2024-02-19,2024-12-31,0,0,0,0,1,2.0,1.0,5.0,818575.84,825452.73,256738.22,168171.14,2431598.86,0,1,0,2,3,279401.36,30.48,48,0,0,0,False,2024-01-01,2024-12-31,HDFC Bank,Savings,2024-12-31,-0.008401041985309528,0.3413261744934959,0.3136401142745674,1,0,3000053,9407038.91,Self Employed Professional,Maharaj Group,CAT-B MNC,24,1,Balance Transfer,14090959.81,24,0.364,285346.85,1,0.0,0.761,26840473.45,2024-06-22,Withdrawn,ML Scorecard v2,2024-12-31,11.14,0,10454758.05,8738945.25,Verified - Positive,4.0,0,0,0,0.8997854244938743,0.9289793880527278,9407038.91,1.4979166074268955
1000057,2000057,EL,35394701.32,14.69,240,Aggregator,0,130,2289935.25,43966756.8,17,36,36,0.4722222222222222,33,0,36,0.0,0,1,0,CRIF Highmark,741.0,Experian v4,10,3,3,2,17762457.89,12242117.72,88.03,2,5,1,0,0,84,1,1,0,2024-04-10,2024-12-31,0,0,1,0,1,0.3,0.5,4.0,242717.37,118283.18,94609.26,2405.19,1405980.96,0,2,1,5,3,41019.23,33.13,66,0,0,0,True,2024-01-01,2024-12-31,Punjab National,Savings,2024-12-31,0.5126711368040944,0.16899997721629895,0.38979188016086364,1,0,3000057,2366104.4,Salaried,"More, Dara and Bhakta",CAT-C SME,7,6,Debt Consolidation,19216980.7,84,0.3387,66783.3,0,0.0,0.805,22356409.71,2021-08-16,Rejected,Rule Engine v3,2024-12-31,22.51,1,2898766.72,2467712.92,Verified - Positive,4.0,0,0,0,0.8162451927142311,1.0429433798441015,2366104.4,8.121780552033123
1000058,2000058,GL,42600486.68,21.21,24,Aggregator,1,92,8773801.44,193023631.68,18,36,36,0.5,92,60,36,0.0,0,1,1,CRIF Highmark,559.0,Equifax v5,14,0,3,4,19142942.46,23881303.8,56.27,6,12,0,10,0,60,1,0,0,2024-02-02,2024-12-31,0,0,1,1,1,0.21428571428571427,0.8571428571428571,1.0,237850.48,160026.36,355349.61,52671.2,1644752.8,0,1,1,1,3,57734.15,30.36,116,0,0,0,False,2024-01-01,2024-12-31,Yes Bank,Savings,2024-12-31,0.32719765795721756,0.242732955594624,1.4940041743872032,1,0,3000058,2874500.39,Business - Partnership,Naik-Sankar,CAT-B MNC,13,10,Home Purchase,3410893.8,24,0.5627,134790.11,0,0.0,0.7413,4052095.09,2021-02-18,Sanctioned - Not Disbursed,ML Scorecard v2,2024-12-31,-9.89,0,2590167.43,2908939.72,Verified with Discrepancy,3.0,0,0,0,1.1097739693221298,1.0119809794146524,2874500.39,1.1866040484343088
1000059,2000059,GL,1532129.89,21.54,36,DST,0,92,232595.04,4361157.0,19,36,36,0.5277777777777778,60,31,36,0.0,0,1,1,CRIF Highmark,487.0,Equifax v5,12,3,1,4,13652960.07,9722560.75,97.67,0,9,0,2,1,81,1,0,0,2024-09-11,2024-12-31,0,0,1,0,1,0.08333333333333333,0.75,1.0,1136412.99,1016599.61,1224287.61,65812.98,5604779.66,1,0,1,1,0,128738.59,38.92,58,0,0,0,True,2024-01-01,2024-12-31,Federal Bank,Savings,2024-12-31,0.1054311953966665,0.11328503909481007,1.0773263072256858,0,0,3000059,12289308.38,Business - Proprietorship,Reddy-Mani,CAT-B MNC,28,15,Home Construction,11351703.84,120,0.2906,297606.08,1,0.0,0.6545,17433318.76,2022-06-06,Rejected,ML Scorecard v2,2024-12-31,-14.03,0,10565277.18,10074319.35,Verification Failed,3.0,0,0,0,1.163178984387043,0.8197629222483551,12289308.38,0.9237056707336039
1000060,2000060,ML,606540.61,23.14,24,Referral,0,122,159043.55,2481079.38,10,36,36,0.2777777777777778,30,1,36,0.0,0,1,0,CIBIL TransUnion,697.0,Experian v4,15,3,7,3,7235650.9,6580984.16,59.51,4,10,0,180,1,240,0,0,0,2024-04-08,2024-12-31,0,1,0,1,1,0.4666666666666667,0.6666666666666666,3.0,1012031.35,743120.43,343549.01,74026.27,2713889.03,0,2,1,3,2,373605.68,39.57,122,0,0,0,True,2024-01-01,2024-12-31,Axis Bank,Current,2024-12-31,0.2657140216061488,0.3691641370595881,0.33946479029528087,1,0,3000060,9665736.14,Self Employed Non-Professional,Bhatti Group,CAT-C SME,19,11,Travel,2148984.38,240,0.4638,373580.7,1,0.0,0.552,3518393.03,2024-02-03,Pending Docs,Rule Engine v3,2024-12-31,-16.75,1,8046270.44,8459222.91,Verified with Discrepancy,4.0,0,0,0,1.201269111208248,0.8751762708473853,9665736.14,0.22233013077056743
1000062,2000062,VL,49732924.8703,16.58,84,Branch Walk-in,0,210,8050371.2,107673714.8,14,36,36,0.3888888888888889,32,1,36,0.0,0,1,0,CIBIL TransUnion,684.0,Equifax v5,7,4,4,4,7298929.09,19282976.9,40.67,7,12,0,120,0,49,0,0,0,2024-06-10,2024-12-31,0,1,0,1,0,0.5714285714285714,1.7142857142857142,3.0,1115897.71,675954.66,567996.89,64924.44,8616627.39,0,1,1,5,3,113558.64,37.98,43,0,1,0,False,2024-01-01,2024-12-31,SBI,Savings,2024-12-31,0.3942503385906222,0.10176438125318853,0.5090044409177971,1,0,3000062,10596705.29,Self Employed Professional,Brar-Chhabra,CAT-C SME,11,3,Marriage,7368443.32,48,0.5792,511467.64,0,0.0,0.8954,13064149.14,2021-06-23,Disbursed,Manual,2024-12-31,18.85,1,12594583.32,8604003.77,Verified - Positive,4.0,0,1,0,0.8413700573303284,0.8119508408070486,10596705.29,0.6953522928445999
1000063,2000063,LAP,37169765.08,23.19,36,Telesales,1,211,11540117.76,170216736.95999998,14,36,36,0.3888888888888889,60,0,36,0.0,0,1,0,CIBIL TransUnion,480.0,CIBIL V2.0,2,8,3,3,1119719.8,29634178.71,96.44,7,0,3,3,1,92,0,0,0,2024-06-20,2024-12-31,0,0,0,1,1,1.5,0.0,1.0,165405.69,105367.37,46108.84,7754.54,1441478.01,5,1,1,0,3,66235.09,12.41,173,0,1,0,True,2024-01-01,2024-12-31,Punjab National,Current,2024-12-31,0.36297614670934236,0.40044021460204904,0.27876211513642607,1,0,3000063,2215501.48,Self Employed Non-Professional,Radhakrishnan-Behl,CAT-C SME,35,8,Marriage,19820091.55,12,0.3691,68145.13,0,0.0,0.7823,22262108.31,2021-12-05,Rejected,ML Scorecard v2,2024-12-31,-16.43,1,1851466.54,2245333.76,Verified with Discrepancy,4.0,0,0,0,1.196619777962609,1.0134652494116139,2215501.48,8.946097183378997
1000064,2000064,LAP,41648155.33,12.39,84,Referral,0,93,2975673.44,34220244.56,13,36,36,0.3611111111111111,0,0,36,0.0,0,1,0,Equifax,555.0,CIBIL V3.0,15,3,6,0,19452414.56,9485679.4,60.78,1,3,1,2,0,96,0,0,0,2024-02-13,2024-12-31,0,0,0,0,1,0.4,0.2,1.0,872248.36,603559.94,1721562.38,138116.95,3272975.47,0,3,1,5,1,196802.08,31.54,10,0,1,0,False,2024-01-01,2024-12-31,Punjab National,Current,2024-12-31,0.30804118680142895,0.22562619664885353,1.9737066401592316,1,0,3000064,11750048.51,Contract,Jaggi-Memon,CAT-B MNC,8,9,Education,10183587.46,24,0.3846,376589.05,0,0.0,0.7541,16485848.63,2022-06-12,Withdrawn,Hybrid Model v1,2024-12-31,-6.32,0,11007134.86,11661147.54,Verified - Positive,4.0,0,0,0,1.0674938264543077,0.9924339912363476,11750048.51,0.8666847163510137
1000065,2000065,ML,14677618.56,23.08,180,Telesales,0,90,1167027.56,16630142.73,18,36,36,0.5,60,60,36,0.0,0,1,1,CIBIL TransUnion,706.0,CIBIL V2.0,6,0,4,5,6159550.95,5161510.27,54.28,6,4,60,1,1,14,0,0,0,2024-07-22,2024-12-31,0,0,0,1,0,0.6666666666666666,0.6666666666666666,4.0,780703.73,349611.83,1449771.92,147516.77,4613158.87,0,1,1,1,0,131284.87,15.35,187,0,0,0,False,2024-01-01,2024-12-31,SBI,Savings,2024-12-31,0.5521837330020185,0.16816221692702812,1.8570065241010183,0,0,3000065,6883735.66,Business - Pvt Ltd,Kalita PLC,CAT-C SME,3,12,Debt Consolidation,7173207.44,36,0.6,344186.78,1,0.0,0.776,13218181.83,2020-12-05,Credit Declined,ML Scorecard v2,2024-12-31,-6.92,0,6407647.65,6747550.89,Verified - Positive,4.0,0,0,0,1.0742999671650173,0.9802164439882051,6883735.66,1.0420515537344153
1000066,2000066,PL,48278332.39,11.67,180,Aggregator,0,90,2276844.12,6830532.36,4,36,36,0.1111111111111111,1,1,36,0.0,0,0,0,Equifax,771.0,CIBIL V2.0,10,7,2,3,3807761.27,21282435.06,35.72,6,5,5,0,0,148,0,0,0,2024-09-30,2024-12-31,0,0,0,1,1,0.2,0.5,5.0,350547.26,465658.07,884406.88,71608.94,875768.86,4,3,1,4,1,114567.16,23.39,58,0,0,0,True,2024-01-01,2024-12-31,SBI,Savings,2024-12-31,-0.3283745820748962,0.32682372128653925,2.5229319436129667,1,0,3000066,5113942.3,Contract,Bala LLC,Government PSU,4,10,Debt Consolidation,14108939.27,12,0.3717,158404.36,0,227120.65,0.6596,23257017.34,2021-07-11,Disbursed,Rule Engine v3,2024-12-31,-7.75,0,4717636.11,4844879.66,Verified - Positive,4.0,0,0,0,1.0840052477044482,0.9473864536954202,5113942.3,2.758916398020369
1000069,2000069,BL,31313200.02,11.87,24,Digital - Mobile App,1,63,4416362.31,83910883.89,17,36,36,0.4722222222222222,32,30,36,0.0,0,1,1,Experian,672.0,Experian v4,3,2,3,4,7955861.86,25877046.7,57.44,1,8,0,2,2,195,0,0,0,2024-05-07,2024-12-31,0,0,0,0,1,1.0,2.6666666666666665,3.0,1347905.84,641858.06,1507185.4,53498.94,7715048.04,1,1,1,1,2,193412.39,26.31,58,0,0,0,True,2024-01-01,2024-12-31,Kotak Mahindra,Current,2024-12-31,0.5238109065541254,0.14349102456592963,1.118168165218425,1,0,3000069,13889070.65,Salaried,Gaba-Madan,CAT-C SME,29,10,Business Expansion,2240619.89,36,0.5536,640749.13,0,298645.1,0.8776,3614751.79,2021-12-01,Disbursed,ML Scorecard v2,2024-12-31,4.21,0,14473778.09,14373463.91,Unverified,4.0,0,1,0,0.9596022934465206,1.0348758583066175,13889070.65,0.1613225208844337
1000070,2000070,CL,23548632.7,8.04,60,Digital - Mobile App,1,180,3345526.03,85549879.91000001,18,36,36,0.5,149,90,36,0.0,0,1,1,Experian,879.0,Equifax v5,6,1,3,0,15592858.92,23444542.58,52.01,6,2,10,1,4,224,0,0,0,2024-08-26,2024-12-31,0,0,0,1,1,0.5,0.3333333333333333,5.0,110729.74,127875.13,67423.33,27116.52,876408.69,2,3,1,0,2,55426.25,18.66,58,0,0,0,True,2024-01-01,2024-12-31,Punjab National,Savings,2024-12-31,-0.15483997343441788,0.5005543226237142,0.6088999215567561,1,0,3000070,1443715.98,Contract,Bhargava Inc,CAT-A Listed,19,7,Marriage,12404149.0,48,0.3288,39557.82,1,0.0,0.5581,18165061.79,2022-12-05,Disbursed,Hybrid Model v1,2024-12-31,18.47,1,1710433.22,1216817.01,Refer to Credit,4.0,0,0,0,0.8440645113288902,0.8428368369241158,1443715.98,8.591820809519612
1000071,2000071,VL,5827337.49,11.21,36,DSA,0,122,956797.95,16839643.919999998,17,36,36,0.4722222222222222,61,61,36,0.0,0,1,1,Equifax,885.0,Experian v4,11,0,7,4,5202863.95,10401659.99,61.52,4,1,0,180,2,82,1,0,0,2024-10-05,2024-12-31,0,1,1,1,1,0.6363636363636364,0.09090909090909091,5.0,1413955.96,1210399.42,530426.34,119574.11,6996111.34,0,1,1,1,1,281158.45,2.66,70,1,0,0,True,2024-01-01,2024-12-31,ICICI Bank,Savings,2024-12-31,0.14396243288935254,0.19884526672245154,0.37513639392276404,0,0,3000071,14151410.63,Salaried,Dasgupta-Gulati,CAT-C SME,7,6,Business Expansion,2766135.81,24,0.3829,451547.93,0,0.0,0.782,5092017.84,2021-03-27,Rejected,ML Scorecard v2,2024-12-31,11.74,0,15812916.0,12290271.04,Verification Failed,4.0,0,0,0,0.8949273258645022,0.8684838113555609,14151410.63,0.19546714333452989
1000072,2000072,EL,6305247.54,18.86,120,Aggregator,1,90,468500.8,7261762.399999999,18,36,36,0.5,32,31,36,0.0,0,1,1,CRIF Highmark,624.0,Equifax v5,12,2,0,3,19111837.41,25364600.35,46.06,0,11,0,5,0,86,0,0,0,2024-01-01,2024-12-31,0,0,0,0,1,0.0,0.9166666666666666,2.0,1104147.43,523266.15,803361.07,174805.15,6846043.45,2,1,1,4,2,262627.94,26.11,157,1,0,0,True,2024-01-01,2024-12-31,ICICI Bank,Savings,2024-12-31,0.5260903247313631,0.23785586314320364,0.7275849657142253,1,0,3000072,11188758.44,Salaried,"Sridhar, Sehgal and Sabharwal",CAT-D Unrated,24,7,Home Construction,740507.83,24,0.5736,534822.65,0,0.0,0.7453,1025261.7,2022-06-10,Withdrawn,ML Scorecard v2,2024-12-31,22.67,1,13725480.62,12064537.6,Verified - Positive,4.0,0,0,0,0.8151815407976585,1.0782731314378078,11188758.44,0.06618319932197947
1000073,2000073,GL,30225310.68,7.93,48,Telesales,1,181,5158267.94,109797417.58,21,36,36,0.5833333333333334,90,32,36,0.0,0,1,1,CIBIL TransUnion,631.0,Experian v4,14,7,7,5,1260304.89,27044154.33,23.22,2,8,0,0,0,219,1,0,0,2024-11-15,2024-12-31,0,0,1,0,1,0.5,0.5714285714285714,2.0,1273886.02,1036135.97,2863599.09,209844.64,6666367.85,3,3,1,4,1,222669.21,2.63,189,1,0,0,False,2024-01-01,2024-12-31,Axis Bank,Savings,2024-12-31,0.1866336911366686,0.1747952379601434,2.2479241039162985,1,0,3000073,13173577.63,Salaried,Zachariah LLC,CAT-B MNC,26,2,Business Expansion,4061485.66,84,0.6318,693588.86,0,0.0,0.6253,4739591.7,2020-01-07,Disbursed,Rule Engine v3,2024-12-31,25.67,1,16555181.68,10796607.13,Verified - Positive,4.0,1,0,0,0.7957374243687552,0.8195653020947811,13173577.63,0.30830544094193796
1000075,2000075,GL,16120806.97,9.23,36,Telesales,0,60,1543094.25,11316024.5,7,36,36,0.19444444444444445,60,60,32,0.0,4,0,1,CRIF Highmark,842.0,CIBIL V2.0,1,8,0,2,5683506.42,6149397.62,73.64,3,5,2,30,0,112,0,0,0,2024-08-16,2024-12-31,0,0,0,1,1,0.0,5.0,5.0,1149595.5,535457.11,1208621.04,115022.33,2167870.73,0,1,0,2,0,214658.95,11.3,42,0,0,0,False,2024-01-01,2024-12-31,ICICI Bank,Savings,2024-12-31,0.5342212891403977,0.18672563523430633,1.0513446164324756,0,0,3000075,11647285.96,Self Employed Non-Professional,Batra Ltd,CAT-A Listed,34,6,Vehicle Purchase,4901225.21,84,0.4805,466376.74,0,0.0,0.7522,5730968.55,2022-07-02,Credit Declined,Rule Engine v3,2024-12-31,20.55,1,14040604.78,11470790.05,Verified - Positive,4.0,0,0,0,0.8295430390997731,0.9848466062732437,11647285.96,0.42080405914580976
1000077,2000077,ML,18152790.02,19.98,180,Digital - Web,0,90,1274194.48,13060493.42,12,36,36,0.3333333333333333,62,0,36,0.0,0,1,0,Equifax,553.0,CIBIL V3.0,13,8,0,0,15093928.96,25983123.12,54.02,7,11,0,0,4,33,1,0,0,2024-01-13,2024-12-31,0,0,1,1,0,0.0,0.8461538461538461,1.0,448009.47,559952.89,765429.78,70692.63,2657233.91,0,0,1,3,3,157073.85,20.14,50,0,0,0,False,2024-01-01,2024-12-31,IndusInd Bank,Current,2024-12-31,-0.24986842354024358,0.35060386111927505,1.7085125008629842,1,0,3000077,6159675.83,Salaried,Bansal-Dada,CAT-C SME,31,8,Business Expansion,4834303.24,60,0.4544,233246.39,0,0.0,0.8073,8796469.14,2021-07-19,Rejected,ML Scorecard v2,2024-12-31,26.28,1,7778686.26,6099145.94,Verified with Discrepancy,4.0,0,0,0,0.7918658272251747,0.9901732020206006,6159675.83,0.7848307887332441
1000078,2000078,LAP,1540585.18,17.9,48,Referral,1,90,180696.92,3433241.48,18,36,36,0.5,90,90,36,0.0,0,1,1,CRIF Highmark,877.0,Experian v4,6,8,6,0,16467188.08,17115495.54,65.99,4,2,3,0,2,81,0,0,0,2024-12-07,2024-12-31,0,0,0,1,1,1.0,0.3333333333333333,5.0,736661.11,553916.56,411157.13,16898.5,5321429.75,1,1,0,3,2,170015.76,11.83,37,0,0,0,False,2024-01-01,2024-12-31,SBI,Savings,2024-12-31,0.24807139608605094,0.23079236529806768,0.5581360606914624,1,0,3000078,8959711.31,Self Employed Professional,"Ramanathan, Mammen and Mahajan",CAT-C SME,35,0,Consumer Durables,17124445.41,24,0.642,479344.56,0,0.0,0.6688,26553968.42,2021-01-05,Disbursed,ML Scorecard v2,2024-12-31,19.48,1,10704969.81,7311233.56,Verified - Positive,4.0,1,0,0,0.8369674524098448,0.8160121801960156,8959711.31,1.9112720061512785
1000080,2000080,EL,12262172.21,16.6,120,Digital - Web,1,240,1890142.2,43473270.6,21,36,36,0.5833333333333334,180,0,36,0.0,0,1,0,Equifax,745.0,Equifax v5,8,2,3,4,301413.05,19716546.51,28.87,4,1,0,5,0,218,0,0,0,2024-11-30,2024-12-31,0,0,0,1,1,0.375,0.125,4.0,1149429.53,875168.94,2138905.31,176792.5,2111619.93,1,1,0,1,2,98647.63,17.65,169,0,0,0,True,2024-01-01,2024-12-31,Federal Bank,Savings,2024-12-31,0.23860583258201143,0.08582312131827691,1.8608407511507035,1,0,3000080,10276908.4,Self Employed Non-Professional,"Bhattacharyya, Zachariah and Gopal",CAT-C SME,5,9,Consumer Durables,15663009.77,84,0.4552,389837.39,0,0.0,0.8818,18002555.66,2024-01-29,Disbursed,ML Scorecard v2,2024-12-31,-15.59,1,8674815.59,10307277.15,Verified - Positive,4.0,0,1,0,1.1846832123839997,1.0029550472591544,10276908.4,1.5240974386810726
1000081,2000081,GL,46718994.84,15.88,12,Aggregator,0,61,12708605.79,97432644.38999999,7,36,36,0.19444444444444445,1,0,34,0.0,2,0,0,Equifax,754.0,Equifax v5,4,5,4,3,7994194.53,16098810.31,53.68,8,12,3,120,1,192,0,0,0,2024-10-17,2024-12-31,0,1,0,1,1,1.0,3.0,5.0,1117788.47,1077860.31,1389026.17,220261.91,9530531.06,1,1,1,4,1,272625.54,17.31,11,0,0,0,True,2024-01-01,2024-12-31,Federal Bank,Current,2024-12-31,0.03572067620271653,0.24389725544404656,1.2426556609588215,1,0,3000081,13608803.31,Business - Pvt Ltd,"Taneja, Sarkar and Narayan",CAT-B MNC,18,6,Debt Consolidation,14848839.91,12,0.488,553424.67,1,0.0,0.8186,23754807.91,2021-11-04,Pending Docs,Rule Engine v3,2024-12-31,-15.66,1,11477383.07,11234619.53,Unverified,4.0,0,0,0,1.1857061167167264,0.8255405911954502,13608803.31,1.0911201794715335
1000086,2000086,ML,1891365.08,8.63,60,Digital - Mobile App,0,61,116768.58,1440145.82,15,36,36,0.4166666666666667,30,30,33,0.0,3,1,1,CRIF Highmark,748.0,Experian v4,3,2,5,3,9834759.47,29746216.36,51.06,0,4,10,0,0,58,0,0,0,2024-03-27,2024-12-31,0,0,0,0,0,1.6666666666666667,1.3333333333333333,4.0,1024399.61,900396.33,376272.73,145617.57,5151418.57,0,1,1,0,3,514481.38,2.91,198,0,0,0,True,2024-01-01,2024-12-31,Federal Bank,Savings,2024-12-31,0.12104971418331566,0.5022272314219253,0.36731049712133335,1,0,3000086,12944893.78,Business - Pvt Ltd,"Vaidya, Date and Bera",CAT-D Unrated,14,12,Top-Up Loan,3192066.57,36,0.5436,586403.69,0,0.0,0.7064,4666142.96,2024-03-13,Withdrawn,Rule Engine v3,2024-12-31,-1.06,0,12807920.32,11001231.5,Verified - Positive,4.0,0,0,0,1.010694434114031,0.8498510445096908,12944893.78,0.24658885768006664
